,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Departments,salary,Churn Probability
13910,0.5,0.83,5,258,2,0,0,IT,low,0.020638511471076634
13911,0.7,0.88,3,159,2,0,0,IT,high,0.007532597766104507
13912,0.53,0.73,3,163,3,1,0,IT,low,0.007334728210786707
13913,0.87,0.9,3,174,2,0,0,IT,low,0.006464591441879438
13914,0.59,0.6,3,214,2,1,0,product_mng,low,0.00587750533155537
13915,0.94,0.67,4,191,3,1,0,product_mng,high,0.005099485833713086
13916,0.2,0.53,5,272,5,0,0,product_mng,low,0.0639319521539785
13917,0.42,0.44,3,183,2,0,0,product_mng,medium,0.03603291306859163
13918,0.43,0.66,4,135,2,0,0,IT,high,0.04745024979649034
13919,0.43,0.76,6,154,2,0,0,management,high,0.05440141824977027
13920,0.77,0.86,5,238,3,0,0,management,high,0.03039712128741496
13921,0.76,0.98,2,235,3,0,0,management,high,0.026816628400296975
13922,0.82,0.9,3,215,4,0,0,management,high,0.027036605048521983
13923,0.75,0.66,5,234,2,0,0,management,high,0.009388878364362844
13924,0.63,0.98,4,187,3,0,0,management,high,0.008215326530715248
13925,0.51,0.75,3,133,3,0,0,sales,medium,0.010551929410602663
13926,0.23,0.7,3,123,5,0,0,sales,medium,0.037001491359495896
13927,0.77,0.58,4,202,3,0,0,sales,medium,0.00777226258807636
13928,0.54,0.63,4,140,3,0,0,sales,medium,0.00930328780843947
13929,0.63,0.85,4,182,3,1,0,sales,high,0.007046431387419931
13930,0.55,0.45,3,179,2,1,0,sales,low,0.01073963986696756
13931,0.31,0.63,3,150,3,1,0,sales,medium,0.07218004778921845
13932,0.98,0.74,4,151,3,0,0,sales,medium,0.007615463672726471
13933,0.16,0.95,6,117,7,0,0,sales,medium,0.054342526450756
13934,0.54,0.78,3,156,7,0,0,sales,medium,0.016783646742808717
13935,0.73,0.48,3,211,7,0,0,sales,medium,0.013871939741682632
13936,0.16,0.63,6,286,7,0,1,sales,medium,0.07851221193676484
13937,0.57,0.82,5,233,7,0,1,sales,medium,0.1183306533354411
13938,0.88,0.88,4,222,3,1,1,sales,medium,0.01961360826393657
13939,0.95,0.81,4,258,7,0,1,sales,medium,0.16984204348932144
13940,0.93,0.7,5,231,7,0,1,sales,high,0.03515842477117427
13941,0.91,0.58,3,220,7,0,1,sales,low,0.026462009205876966
13942,0.77,0.82,4,134,3,0,1,sales,low,0.018041635494091383
13943,0.24,0.94,6,141,3,1,0,sales,low,0.057906756753654726
13944,0.74,0.74,5,160,3,1,0,sales,high,0.007365129225458159
13945,0.53,0.59,4,259,3,0,0,sales,low,0.009990900948875895
13946,0.89,0.77,5,232,3,0,0,sales,low,0.01039428625418596
13947,0.23,0.77,5,272,2,0,0,sales,low,0.0676783238654559
13948,0.69,0.66,3,215,6,0,0,sales,high,0.025630689128482757
13949,0.52,0.72,4,222,3,0,0,sales,low,0.009626162861419141
13950,0.9,0.58,3,244,8,0,0,sales,low,0.029199094010976655
13951,0.92,0.63,5,224,8,1,0,sales,low,0.04672955887679825
13952,0.72,0.59,5,200,8,1,0,sales,low,0.02498287961040828
13953,0.92,0.61,4,143,8,0,0,sales,low,0.016557866075063307
13954,0.79,0.86,5,238,8,0,0,sales,low,0.40571400939014807
13955,0.48,0.89,4,145,3,0,0,sales,low,0.014064012170631069
13956,0.27,0.76,4,108,10,0,0,sales,medium,0.029328881669376472
13957,0.67,0.49,3,247,10,0,0,sales,medium,0.020468716810762438
13958,0.48,0.7,3,213,10,0,0,sales,medium,0.017400862560633123
13959,0.99,0.6,4,209,8,1,0,IT,medium,0.015228410862187285
13960,0.49,0.88,4,240,8,0,0,product_mng,medium,0.10267834592192022
13961,0.39,0.45,3,100,8,1,0,product_mng,medium,0.03408341116423678
13962,0.99,0.92,4,265,4,1,0,product_mng,medium,0.08205537595479409
13963,0.78,0.57,3,209,3,0,0,product_mng,medium,0.006876534401070247
13964,0.5,0.73,3,154,10,0,0,IT,medium,0.017883545644438337
13965,0.61,0.79,5,230,10,0,0,management,high,0.03571324307916374
13966,0.88,0.6,4,208,7,0,1,management,high,0.01846221678014667
13967,0.44,0.44,2,141,7,1,1,management,high,0.20323987900209814
13968,0.73,0.78,3,262,7,1,1,management,high,0.029366760805775473
13969,0.58,0.84,4,206,7,0,1,management,high,0.023813503411444056
13970,0.74,0.98,3,166,3,1,1,management,high,0.01215663517293208
13971,0.32,0.48,4,117,10,0,1,marketing,medium,0.05098569266888826
13972,0.88,0.83,4,273,10,0,0,sales,medium,0.3651183692079025
13973,0.81,0.9,4,270,10,0,0,accounting,medium,0.3818141483150293
13974,0.59,0.92,3,138,10,0,0,support,low,0.040608636138916444
13975,0.79,0.65,3,235,10,0,0,technical,low,0.0532959124927292
13976,0.92,0.64,4,190,10,1,0,management,low,0.016711289901594158
13977,0.76,0.85,3,192,3,0,0,marketing,low,0.007933576153249937
13978,0.91,0.65,5,214,3,1,0,marketing,low,0.00626948992852221
13979,0.8,0.84,4,242,2,1,0,marketing,low,0.019346719952624908
13980,0.73,0.72,4,233,2,0,0,sales,low,0.009588592757140793
13981,0.88,0.53,3,218,4,0,0,sales,low,0.02405185581315871
13982,0.65,0.4,5,125,4,0,0,sales,low,0.02434871955497206
13983,0.84,0.5,4,178,2,0,0,sales,low,0.007116833734997505
13984,0.93,0.5,5,272,3,0,0,sales,low,0.008950810341019936
13985,0.64,0.6,3,265,4,0,0,sales,low,0.02682292610935437
13986,0.66,0.72,4,271,3,0,0,sales,low,0.010020685712450045
13987,0.76,0.56,3,179,3,1,0,sales,low,0.00610906151510662
13988,0.34,0.72,3,118,4,0,0,IT,low,0.05627925480953631
13989,0.48,0.8,4,196,5,0,0,product_mng,low,0.05497398694130947
13990,0.79,0.61,4,173,2,0,0,product_mng,low,0.007106281313464701
13991,0.82,0.67,4,156,3,0,0,product_mng,low,0.007557808180611861
13992,0.51,0.71,2,180,3,0,0,product_mng,low,0.012828085008990558
13993,0.84,0.78,4,263,3,0,0,IT,low,0.010158377459314685
13994,0.66,0.79,5,134,3,0,0,management,high,0.012020555370591534
13995,0.72,0.88,3,189,3,1,0,management,high,0.006953801521752631
13996,0.53,0.91,4,167,4,0,0,management,high,0.02635298624512664
13997,0.81,0.8,5,132,2,1,0,management,high,0.011781896383470042
13998,0.58,0.9,3,209,2,0,0,management,high,0.00733958259688961
13999,0.82,0.56,2,227,5,1,0,management,high,0.04015312058095342
14000,0.72,0.99,4,239,3,0,0,marketing,medium,0.033084452934527525
14001,0.9,0.54,4,172,4,0,0,sales,medium,0.02114268848342925
14002,0.98,0.91,3,188,4,0,0,accounting,medium,0.022932690784361432
14003,0.56,0.74,3,265,3,0,0,support,medium,0.010373097549563743
14004,0.77,0.82,3,153,3,1,0,technical,medium,0.007278804903848024
14005,0.61,0.89,4,242,2,0,0,management,medium,0.01152022358716335
14006,0.97,0.61,4,262,3,1,1,marketing,medium,0.009101696383636617
14007,0.64,0.55,3,246,2,0,1,marketing,high,0.010110458041507488
14008,0.99,0.97,4,211,2,0,1,marketing,low,0.008763278419821698
14009,0.61,0.42,3,145,4,0,1,sales,medium,0.021541380240686324
14010,0.72,0.71,4,256,3,0,1,sales,medium,0.012007628797427642
14011,0.67,0.91,2,245,2,1,1,sales,medium,0.023342280072491266
14012,0.9,0.56,3,151,3,0,0,sales,medium,0.008280324101164862
14013,0.9,0.73,4,245,2,0,0,sales,low,0.009041176170198511
14014,0.63,0.61,4,171,3,0,0,sales,low,0.008089394722040543
14015,0.64,0.88,3,252,2,0,0,sales,low,0.01210080159017007
14016,0.44,0.65,3,175,2,0,0,IT,low,0.03994375964733102
14017,0.64,0.94,4,210,3,0,0,product_mng,low,0.008182364075263739
14018,0.65,0.95,2,180,2,0,0,product_mng,low,0.04407554574037683
14019,0.69,0.9,5,103,5,0,0,product_mng,low,0.07714780161466553
14020,0.93,0.51,4,110,3,0,0,product_mng,low,0.008587738273890375
14021,0.73,0.9,5,184,3,0,0,IT,low,0.00881033623410316
14022,0.83,0.6,4,161,2,0,0,management,high,0.008698032713045575
14023,0.82,0.49,5,210,3,0,0,management,high,0.008070364491349402
14024,0.39,0.91,2,212,2,0,0,management,high,0.037754360008245585
14025,0.53,0.47,6,106,6,0,0,management,high,0.04266085131340769
14026,0.88,0.81,4,179,3,0,0,management,high,0.008496196652024512
14027,0.8,0.6,5,217,3,0,0,management,high,0.011114420047659163
14028,0.68,0.79,4,184,3,0,0,marketing,low,0.007816041703045316
14029,0.66,0.6,3,210,2,0,0,sales,low,0.0076563708231061475
14030,0.61,0.61,4,246,2,0,0,accounting,low,0.008451446309134927
14031,0.74,0.55,4,262,3,0,0,support,low,0.008772614907542449
14032,0.61,0.83,4,245,3,1,1,technical,low,0.010887331377976577
14033,0.57,0.99,3,222,3,1,1,management,low,0.012680872962816768
14034,0.68,0.54,4,146,4,0,1,marketing,medium,0.022099964169287716
14035,0.75,0.79,4,263,3,0,1,marketing,medium,0.012461174158085593
14036,0.29,0.57,5,134,2,0,1,marketing,medium,0.06309520079359218
14037,0.81,0.81,5,250,4,0,1,sales,medium,0.1083022009938088
14038,0.53,0.68,4,173,3,0,0,sales,medium,0.008673837086459312
14039,0.42,0.96,6,173,3,0,0,sales,medium,0.09379938839744666
14040,0.64,0.67,4,252,3,1,0,sales,medium,0.008045859574070125
14041,0.63,0.5,2,230,4,0,0,sales,medium,0.021655063904012707
14042,0.81,0.81,4,212,2,1,0,sales,medium,0.010105647409853903
14043,0.71,0.66,5,187,2,0,0,sales,medium,0.008033701049577456
14044,0.7,0.83,5,241,2,0,0,sales,medium,0.015799992065490313
14045,0.53,1.0,3,164,4,0,0,IT,medium,0.056218660655949576
14046,0.16,0.93,6,218,6,1,0,product_mng,high,0.10041135038065954
14047,0.17,0.55,4,194,3,0,0,product_mng,low,0.04974359270812949
14048,0.7,0.95,3,158,2,0,0,product_mng,medium,0.007678270719670812
14049,0.43,0.88,2,149,4,0,0,product_mng,medium,0.20783871511299215
14050,0.49,0.62,4,161,2,0,0,IT,medium,0.00892374035669214
14051,0.5,0.9,5,226,2,0,0,management,high,0.015963026582300574
14052,0.57,0.59,2,111,2,0,0,management,high,0.011435315072493634
14053,0.68,0.75,4,258,3,0,0,management,high,0.008996373109421732
14054,0.62,0.61,3,266,2,0,0,management,high,0.008455936066697117
14055,0.69,0.75,3,253,3,0,0,management,high,0.009133680578890255
14056,0.63,0.7,5,160,3,0,0,management,high,0.008204708234831912
14057,0.76,0.62,5,230,3,1,0,marketing,low,0.00867215416936094
14058,0.62,0.76,5,198,3,0,0,sales,low,0.008803494958576652
14059,0.82,0.69,3,250,3,0,0,accounting,low,0.008804391685475567
14060,0.2,0.7,4,225,5,0,0,support,low,0.05398994559206222
14061,0.16,0.7,3,178,3,1,0,technical,low,0.0401685447427165
14062,0.2,0.78,4,196,3,0,0,management,low,0.0512611432161349
14063,0.53,0.51,4,240,2,0,0,marketing,low,0.007952071182356876
14064,0.71,0.63,3,204,3,0,0,marketing,low,0.007476023710679506
14065,0.7,0.93,3,250,3,0,0,marketing,low,0.009773774601163684
14066,0.92,0.94,2,224,2,0,0,sales,low,0.029353108870488885
14067,0.81,0.92,4,268,3,0,0,sales,low,0.032201717907757006
14068,0.79,0.62,5,167,3,0,0,sales,low,0.008217772286990518
14069,0.53,0.64,3,168,3,0,0,sales,low,0.008490660368251668
14070,0.51,0.56,4,168,2,0,0,sales,low,0.00878061679217658
14071,0.78,0.9,5,158,3,0,0,sales,low,0.009035628585267932
14072,0.5,0.91,3,240,3,0,0,sales,low,0.011073262580332413
14073,0.92,1.0,4,261,4,0,0,sales,medium,0.11018425148932107
14074,0.59,0.54,4,176,2,0,0,technical,medium,0.007060695821528802
14075,0.77,0.55,3,217,3,0,0,support,medium,0.007458086571142935
14076,0.74,0.87,5,224,2,0,0,support,medium,0.026920164821126445
14077,0.67,0.97,4,196,3,0,0,support,medium,0.0084262744021012
14078,0.56,0.59,3,223,3,0,0,support,medium,0.00872721115029354
14079,0.84,0.44,5,131,5,1,0,support,medium,0.03879481443653474
14080,0.53,0.77,2,167,2,0,0,support,medium,0.016096800669966493
14081,0.86,0.71,5,273,3,0,0,support,medium,0.011856600715460314
14082,0.77,0.68,3,98,3,0,0,support,medium,0.009250247534701023
14083,0.97,0.94,4,253,3,0,0,support,medium,0.0235618437787922
14084,0.69,0.87,5,174,3,0,0,support,medium,0.01016511943053301
14085,0.73,0.9,3,274,2,0,0,support,high,0.011377578439062142
14086,0.42,0.47,6,174,5,0,0,technical,low,0.07059568325395528
14087,0.4,0.47,5,173,5,0,0,technical,medium,0.05747646670867193
14088,0.33,0.41,2,198,4,0,0,technical,medium,0.08428249228990307
14089,0.68,0.66,3,238,2,0,0,management,medium,0.008559250966071328
14090,0.78,0.8,3,256,2,0,0,IT,medium,0.009017938004902007
14091,0.92,0.6,3,179,2,0,0,IT,low,0.006015577992537216
14092,0.66,0.66,4,273,4,1,0,IT,low,0.03784085568448312
14093,0.6,0.45,3,104,4,0,0,IT,low,0.022980514473490827
14094,0.86,0.83,4,208,3,1,0,IT,low,0.007159231611138173
14095,0.61,0.49,3,275,2,0,0,product_mng,low,0.013794518251047118
14096,0.71,0.68,3,231,2,1,0,product_mng,low,0.006687016415945153
14097,0.86,0.62,4,186,3,0,0,product_mng,low,0.007173209791571596
14098,0.96,0.59,3,241,3,0,0,product_mng,low,0.007287829053903727
14099,0.7,0.54,3,194,2,1,0,IT,low,0.005191205252374832
14100,0.38,0.49,4,196,3,0,1,management,high,0.06257077380003097
14101,0.39,0.75,6,185,3,0,1,management,high,0.0610830692465652
14102,0.49,0.4,2,148,2,1,1,management,high,0.013576639150497623
14103,0.78,0.62,4,150,3,0,1,management,high,0.02172913168341568
14104,0.74,0.79,5,121,5,0,1,management,high,0.05252328908342338
14105,0.82,0.76,4,266,3,0,1,management,high,0.021551337752587732
14106,0.6,0.42,2,109,6,0,0,sales,low,0.016456935350656874
14107,0.72,0.99,3,143,4,0,0,sales,low,0.028979181627178097
14108,0.73,0.97,3,174,3,0,0,sales,low,0.0080427492206691
14109,0.89,0.55,4,159,2,0,0,sales,medium,0.006869617080048219
14110,0.74,0.94,4,157,2,0,0,sales,medium,0.00919593870834633
14111,0.83,0.57,2,222,2,0,0,sales,medium,0.014582978706594
14112,0.24,0.88,5,199,5,1,0,sales,medium,0.04803140963224513
14113,0.93,0.89,3,255,7,1,0,sales,medium,0.14213440433808028
14114,0.96,0.62,4,253,7,0,0,sales,medium,0.04266216948329185
14115,0.16,0.68,5,149,7,1,0,sales,medium,0.02769601262537175
14116,0.21,0.85,6,285,7,0,0,sales,medium,0.10171225423076559
14117,0.69,0.54,3,164,7,0,0,sales,medium,0.01413367227464413
14118,0.66,0.96,3,243,3,1,0,sales,medium,0.007558043751149106
14119,0.67,0.39,2,207,7,0,0,sales,medium,0.011328032282581706
14120,0.85,0.58,4,186,7,0,0,sales,medium,0.016341801779436126
14121,0.37,0.92,4,211,7,0,0,sales,high,0.053311619397171314
14122,0.64,0.64,2,190,3,0,0,sales,low,0.014218098099769205
14123,0.91,0.82,2,241,3,0,0,sales,medium,0.02242550852743275
14124,0.96,0.68,3,206,3,0,0,sales,medium,0.006712350428034877
14125,0.74,0.7,4,273,3,0,0,sales,medium,0.011456710417472865
14126,0.94,0.99,2,157,3,0,0,sales,medium,0.04237992574237988
14127,0.37,0.72,3,183,2,0,0,sales,low,0.052285394499418915
14128,0.92,0.85,3,151,6,1,0,sales,low,0.10007972963663775
14129,0.86,0.72,3,217,3,0,0,sales,low,0.00811728969935051
14130,0.66,0.49,5,235,8,1,0,sales,low,0.02442294077889046
14131,0.19,0.61,4,127,8,0,0,sales,low,0.03062794149824366
14132,0.65,0.61,5,167,8,0,0,sales,low,0.022488077095174377
14133,0.92,0.44,3,260,8,0,0,sales,low,0.027794721697606814
14134,0.83,0.8,3,240,8,0,0,sales,low,0.03761441123537751
14135,0.94,0.82,4,187,3,0,0,sales,low,0.007105542467965721
14136,0.42,0.69,3,126,2,0,0,sales,low,0.0456735589253536
14137,0.78,0.53,6,168,3,0,0,sales,low,0.02822588896797509
14138,0.58,0.76,4,197,5,0,0,sales,low,0.04474771085976804
14139,0.5,0.64,2,170,8,0,0,sales,low,0.020135713742626873
14140,0.82,0.76,3,219,8,1,0,IT,low,0.030582441590702173
14141,0.97,0.92,6,137,8,1,0,product_mng,low,0.05031562033355406
14142,0.8,0.93,3,225,4,0,0,product_mng,low,0.046897190051155516
14143,0.82,0.84,3,194,3,0,0,product_mng,low,0.007213616951681252
14144,0.95,0.99,5,251,4,0,0,product_mng,low,0.10493240185265239
14145,0.88,0.51,5,195,4,0,0,IT,low,0.024627807008169113
14146,0.5,0.86,3,180,7,0,1,management,high,0.028034644392968742
14147,0.53,0.8,2,225,7,1,1,management,high,0.024805447361510184
14148,0.82,0.74,3,229,7,0,1,management,high,0.027303897427289964
14149,0.15,0.74,6,144,7,0,1,management,high,0.03745708561195074
14150,0.92,0.7,3,129,3,0,1,management,high,0.057880873131031234
14151,0.53,0.74,3,172,10,0,1,management,high,0.01875865387296329
14152,0.58,1.0,4,220,10,0,0,marketing,medium,0.1217044384391059
14153,0.88,0.74,3,273,10,0,0,sales,medium,0.07659402165502281
14154,0.85,0.72,3,245,10,0,0,accounting,medium,0.03461606226350912
14155,0.99,0.68,5,264,10,1,0,support,medium,0.048692233482537914
14156,0.94,0.73,3,268,10,0,0,technical,medium,0.05951843845541597
14157,0.63,0.94,3,172,3,0,0,management,medium,0.008742498246959817
14158,0.85,0.9,3,245,3,0,0,marketing,medium,0.01164929223579949
14159,0.95,0.66,5,192,3,0,0,marketing,medium,0.006620657328028193
14160,0.71,0.66,3,268,4,0,0,marketing,high,0.025352381116334963
14161,0.49,0.88,4,244,3,0,0,sales,low,0.015150179823093165
14162,0.71,0.69,4,222,4,0,0,sales,medium,0.02479333977044537
14163,0.52,0.62,5,239,2,0,0,sales,medium,0.010176703357076275
14164,0.48,0.72,3,143,4,0,0,sales,medium,0.033649383494189916
14165,0.82,0.79,3,160,3,0,0,sales,medium,0.008111295140397866
14166,0.83,0.76,2,255,7,0,0,sales,low,0.028786673593946845
14167,0.85,0.87,4,152,7,0,0,sales,low,0.06456224489459925
14168,0.57,0.64,4,226,7,0,0,sales,low,0.02904073327684119
14169,0.16,0.63,5,266,7,0,0,IT,low,0.036261693059423186
14170,0.85,0.64,5,256,7,0,0,product_mng,low,0.051373451955618946
14171,0.82,0.67,3,198,3,1,0,product_mng,low,0.006478083805199488
14172,0.9,0.89,4,254,7,0,0,product_mng,low,0.38718542402787554
14173,0.92,0.64,2,104,7,0,0,product_mng,low,0.013869430289623643
14174,0.9,0.48,4,136,7,0,0,IT,low,0.016520611566829893
14175,0.82,0.8,5,205,3,0,0,IT,low,0.008285622832049902
14176,0.84,0.81,4,236,3,1,0,IT,low,0.01584522659491773
14177,0.92,0.65,3,176,3,0,0,IT,low,0.006336458471286379
14178,0.82,0.82,3,148,3,0,0,IT,low,0.00829700172495494
14179,0.8,0.8,4,146,3,1,0,IT,low,0.0069281823923350834
14180,0.6,0.85,3,242,2,0,0,IT,low,0.008624045886001477
14181,0.14,0.38,5,115,6,1,0,marketing,high,0.035262896313416836
14182,0.85,0.89,4,150,3,0,0,accounting,high,0.007396803967843309
14183,0.55,0.81,3,239,8,0,0,accounting,high,0.06678465338671857
14184,0.49,0.71,4,178,8,0,0,IT,medium,0.018164927672975208
14185,0.82,0.58,5,263,8,0,0,IT,medium,0.05470666115068849
14186,0.59,0.77,3,272,8,0,0,management,high,0.029957969989646997
14187,0.9,0.82,3,133,8,0,0,marketing,medium,0.05543815516273322
14188,0.62,0.72,3,149,3,1,0,marketing,medium,0.006428096800649243
14189,0.61,0.68,3,193,2,0,0,marketing,medium,0.007226594824850912
14190,0.52,0.55,5,174,3,1,0,sales,medium,0.006968173885393181
14191,0.79,0.87,4,223,5,0,0,sales,medium,0.8832270807005448
14192,0.49,0.89,4,201,8,0,0,sales,medium,0.024822024927523494
14193,0.73,0.67,2,139,8,0,0,sales,medium,0.012947379294196948
14194,0.67,0.49,5,241,8,0,0,sales,medium,0.024954918332913516
14195,0.52,0.61,4,187,4,1,0,sales,medium,0.024015961936813053
14196,0.72,0.64,4,192,3,0,0,sales,medium,0.007759520381289642
14197,0.48,0.5,5,142,4,0,0,IT,medium,0.041177282582594205
14198,0.19,0.79,4,229,4,0,0,product_mng,medium,0.06769690663536582
14199,0.49,0.49,3,104,7,0,0,product_mng,high,0.017274397374606402
14200,0.9,0.76,3,255,7,0,0,product_mng,low,0.03141208179935118
14201,0.49,0.49,4,212,7,0,0,product_mng,medium,0.01636059054805889
14202,0.6,0.53,2,235,7,0,0,IT,medium,0.01483453736039928
14203,0.62,0.85,3,237,3,1,0,IT,medium,0.007845336945139454
14204,0.64,0.5,4,253,10,0,1,management,high,0.024905881144332162
14205,0.22,0.94,3,193,10,0,1,management,high,0.027158222351256395
14206,0.9,0.55,3,259,10,1,1,management,high,0.026269149686881557
14207,0.74,0.95,5,266,10,0,1,management,high,0.3165031481568254
14208,0.85,0.54,3,185,10,0,1,management,high,0.01811666102703776
14209,0.33,0.65,3,172,10,0,1,marketing,high,0.04674399434870976
14210,0.5,0.73,4,180,3,0,0,IT,low,0.008753686459186984
14211,0.38,0.53,2,157,3,0,0,sales,low,0.9873360745121125
14212,0.8,0.86,5,262,6,0,0,sales,medium,0.907910143470256
14213,0.11,0.88,7,272,4,0,0,sales,medium,0.9865330955715343
14214,0.72,0.87,5,223,5,0,0,sales,low,0.900462092091114
14215,0.37,0.52,2,159,3,0,0,sales,low,0.987186753091619
14216,0.41,0.5,2,153,3,0,0,sales,low,0.987332088339398
14217,0.1,0.77,6,247,4,0,0,sales,low,0.9858721568648027
14218,0.92,0.85,5,259,5,0,0,sales,low,0.9112135689709747
14219,0.89,1.0,5,224,5,0,0,sales,low,0.9225878879077556
14220,0.42,0.53,2,142,3,0,0,sales,low,0.9874949001155058
14221,0.45,0.54,2,135,3,0,0,sales,low,0.9875052173019139
14222,0.11,0.81,6,305,4,0,0,sales,low,0.9966403085648439
14223,0.84,0.92,4,234,5,0,0,sales,low,0.9004392818021902
14224,0.41,0.55,2,148,3,0,0,sales,low,0.9874633308637919
14225,0.36,0.56,2,137,3,0,0,sales,low,0.9874530721344517
14226,0.38,0.54,2,143,3,0,0,sales,low,0.9874341114431331
14227,0.45,0.47,2,160,3,0,0,sales,low,0.9872626752047556
14228,0.78,0.99,4,255,6,0,0,sales,low,0.8989597141492374
14229,0.45,0.51,2,160,3,1,1,sales,low,0.9805574075605934
14230,0.76,0.89,5,262,5,0,0,sales,low,0.9153644414157704
14231,0.11,0.83,6,282,4,0,0,sales,low,0.9937057426468768
14232,0.38,0.55,2,147,3,0,0,sales,low,0.987419519509343
14233,0.09,0.95,6,304,4,0,0,sales,low,0.9966403085648439
14234,0.46,0.57,2,139,3,0,0,sales,low,0.987176610210499
14235,0.4,0.53,2,158,3,0,0,sales,low,0.9873800261529561
14236,0.89,0.92,5,242,5,0,0,sales,low,0.9143695967851057
14237,0.82,0.87,4,239,5,0,0,sales,low,0.8993988592317751
14238,0.4,0.49,2,135,3,0,0,sales,low,0.987633663978015
14239,0.41,0.46,2,128,3,0,0,accounting,low,0.9872440652150004
14240,0.38,0.5,2,132,3,0,0,accounting,low,0.9869970360601644
14241,0.09,0.62,6,294,4,0,0,accounting,low,0.9854507102894939
14242,0.45,0.57,2,134,3,0,0,hr,low,0.9873869383679618
14243,0.4,0.51,2,145,3,0,0,hr,low,0.9872982219201711
14244,0.45,0.55,2,140,3,0,0,hr,low,0.9875169402409213
14245,0.84,0.87,4,246,6,0,0,hr,low,0.894473363883039
14246,0.1,0.94,6,255,4,0,0,technical,low,0.9861365780141197
14247,0.38,0.46,2,137,3,0,0,technical,low,0.9871577684928761
14248,0.45,0.5,2,126,3,0,0,technical,low,0.9850921096514316
14249,0.11,0.89,6,306,4,0,0,technical,low,0.9966898953417033
14250,0.41,0.54,2,152,3,0,0,technical,low,0.9869874125351518
14251,0.87,0.88,5,269,5,0,0,technical,low,0.9150542073086525
14252,0.45,0.48,2,158,3,0,0,technical,low,0.9870167447028592
14253,0.4,0.46,2,127,3,0,0,technical,low,0.9871439322883909
14254,0.1,0.8,7,281,4,0,0,technical,low,0.9940809433377353
14255,0.09,0.89,6,276,4,0,0,technical,low,0.9920510947213184
14256,0.84,0.74,3,182,4,0,0,technical,low,0.05281393777257773
14257,0.4,0.55,2,147,3,0,0,support,low,0.9873538373690776
14258,0.57,0.7,3,273,6,0,0,support,low,0.28844290160204844
14259,0.4,0.54,2,148,3,0,0,support,low,0.9873440812715166
14260,0.43,0.47,2,147,3,0,0,support,low,0.9873962217877457
14261,0.13,0.78,6,152,2,0,0,support,low,0.27444929963075815
14262,0.44,0.55,2,135,3,0,0,support,low,0.9873245862657247
14263,0.38,0.55,2,134,3,0,0,support,low,0.9873882404049235
14264,0.39,0.54,2,132,3,0,0,support,low,0.9872807455252179
14265,0.1,0.92,7,307,4,0,0,support,low,0.9966660596378052
14266,0.37,0.46,2,140,3,0,0,support,low,0.9875148939484069
14267,0.11,0.94,7,255,4,0,0,support,low,0.9866398036871686
14268,0.1,0.81,6,309,4,0,0,technical,low,0.9966898953417033
14269,0.38,0.54,2,128,3,0,0,technical,low,0.9870424127762861
14270,0.85,1.0,4,225,5,0,0,technical,low,0.9047930403956241
14271,0.85,0.91,5,226,5,0,0,management,medium,0.9053345453706515
14272,0.11,0.93,7,308,4,0,0,IT,medium,0.9966660596378052
14273,0.1,0.95,6,244,5,0,0,IT,medium,0.9826991701884836
14274,0.36,0.56,2,132,3,0,0,IT,medium,0.9866092029673182
14275,0.11,0.94,6,286,4,0,0,IT,medium,0.9947356357187094
14276,0.81,0.7,6,161,4,0,0,IT,medium,0.15078157831410874
14277,0.43,0.54,2,153,3,0,0,product_mng,medium,0.9867487486807225
14278,0.9,0.98,4,264,6,0,0,product_mng,medium,0.8955175739394138
14279,0.76,0.86,5,223,5,1,0,product_mng,medium,0.8585780957168729
14280,0.43,0.5,2,135,3,0,0,product_mng,medium,0.9868543879948537
14281,0.74,0.99,2,277,3,0,0,IT,medium,0.42634304922833194
14282,0.09,0.77,5,275,4,0,0,product_mng,medium,0.9447813896501717
14283,0.45,0.49,2,149,3,0,0,product_mng,high,0.9727547053844021
14284,0.09,0.87,7,295,4,0,0,product_mng,low,0.9953094203594277
14285,0.11,0.97,6,277,4,0,0,product_mng,medium,0.9893866037156813
14286,0.11,0.79,7,306,4,0,0,product_mng,medium,0.9956893480551062
14287,0.1,0.83,6,295,4,0,0,product_mng,medium,0.9952729165982943
14288,0.4,0.54,2,137,3,0,0,marketing,medium,0.9871796942202004
14289,0.43,0.56,2,157,3,0,0,sales,low,0.9873376533667475
14290,0.39,0.56,2,142,3,0,0,accounting,low,0.9871488789023419
14291,0.45,0.54,2,140,3,0,0,support,low,0.9873879225187708
14292,0.38,0.49,2,151,3,0,0,technical,low,0.9870794138161867
14293,0.79,0.59,4,139,3,0,1,management,low,0.10187336364369935
14294,0.84,0.85,4,249,6,0,0,marketing,low,0.8933410805565634
14295,0.11,0.77,6,291,4,0,0,marketing,low,0.9965583714311188
14296,0.11,0.87,6,305,4,0,0,marketing,low,0.9966403085648439
14297,0.17,0.84,5,232,3,0,0,sales,low,0.0771133898728068
14298,0.44,0.45,2,132,3,0,0,sales,low,0.987059716871772
14299,0.37,0.57,2,130,3,0,0,sales,low,0.9873889262375274
14300,0.1,0.79,6,291,4,0,0,sales,low,0.9963310270729796
14301,0.4,0.5,2,130,3,0,0,sales,low,0.9874166847097379
14302,0.89,1.0,5,246,5,0,0,sales,low,0.9229821675704888
